,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1859,Rooster,Alice In Chains,0wvIGFIgbyz4JNwQhZgTv2,0.271,0.551,3,-8.46,1,0.0272,0.0307,0.000581,0.118,0.2,143.899
1860,Clown,Emeli Sandé,7JogKto8cNNBqz3dZERgDh,0.453,0.233,7,-8.154,1,0.0356,0.919,0.00139,0.109,0.229,129.618
1861,Gold,Prince,68XDZSuCJdT8ld3W48F4Fk,0.531,0.856,10,-3.241,1,0.0288,0.00369,0.000137,0.13,0.44,90.015
1862,It's Raining Again,Supertramp,2bzBI23EJWHjXmGj3xlYaM,0.603,0.674,10,-6.808,1,0.0295,0.62,0.00261,0.26,0.559,121.261
1863,Come Undone,Robbie Williams,6mZCiuIXcA12syIS23Dyxa,0.375,0.57,11,-5.364,1,0.0283,0.0385,4.37e-06,0.354,0.255,167.734
1864,Thank U,Alanis Morissette,3CVDronuSnhguSUguPoseM,0.672,0.616,0,-5.764,1,0.0258,0.379,2.73e-05,0.0887,0.566,92.094
1865,That Was Yesterday,Foreigner,4nwUQZbmWMkYzKrXgWRIEw,0.431,0.683,8,-7.417,0,0.0293,0.0477,8.19e-06,0.213,0.506,114.877
1866,The Road To Mandalay,Robbie Williams,2HEQUu0ydMFIp6JDvCHFzZ,0.616,0.684,0,-8.128,0,0.0285,0.102,5.22e-05,0.144,0.505,99.24
1867,Twist in My Sobriety,Tanita Tikaram,6wWlaSxOrBizAcpqkuv1FJ,0.775,0.562,10,-11.246,0,0.025,0.0655,0.153,0.0747,0.939,114.527
1868,Als De Morgen Is Gekomen,Jan Smit,7HPkvsnyQqQ6PmpLk7D7IR,0.633,0.894,5,-5.573,1,0.0291,0.0467,0.0,0.088,0.813,96.47
1869,I Write Sins Not Tragedies,Panic! At The Disco,5cY8y2XgOfkAh4kSWLFKkz,0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961
1870,You Really Got Me - 2015 Remaster,Van Halen,0upLyFR8Rr52ZpMp5esQoq,0.454,0.946,1,-5.978,0,0.13,0.0223,0.0,0.173,0.647,138.18
1871,Be the One,Dua Lipa,1ixphys4A3NEXp6MDScfih,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46
1872,Love Really Hurts Without You,Billy Ocean,4GhtDORJiSRYxj6M1bv0vX,0.518,0.907,5,-3.732,1,0.0343,0.00221,1.15e-05,0.0838,0.961,140.982
1873,Here Comes the Rain Again - Remastered Version,Eurythmics,78RIER8V6EhrqVPOBi2GYa,0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341
1874,Novocaine For The Soul,Eels,4uPi47C1WcnhIbvCx4zCu6,0.409,0.717,6,-7.75,1,0.0395,0.000578,0.0632,0.0827,0.311,169.212
1875,This is My Life,Shirley Bassey,4ROos4ro1ZhyFZCfx9rSSP,0.421,0.699,1,-11.456,1,0.0497,0.157,0.00122,0.0998,0.639,126.002
1876,Toveren,Herman van Veen,2NDJAS0IlvK0UswjMzsac5,0.806,0.277,2,-15.417,0,0.0342,0.582,5.05e-05,0.208,0.814,144.889
1877,How Can We Hang On To A Dream,Tim Hardin,1wed13CuglKBkOnVFFzI1D,0.563,0.175,7,-15.478,0,0.0404,0.827,0.0,0.147,0.365,126.519
1878,"Harder, Better, Faster, Stronger",Daft Punk,5W3cjX2J3tjhG8zb6u0qHn,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474
1879,Forever Man - 2015 Remaster,Eric Clapton,349PT8jfi7RxXB7DZM0NMX,0.642,0.899,2,-6.032,0,0.0413,0.204,0.00756,0.171,0.784,111.158
1880,I Don't Want to Talk About It - 2008 Remaster,Rod Stewart,2JWKzkQbYsNzx019WyGzaH,0.472,0.373,3,-12.98,1,0.0262,0.872,0.206,0.147,0.459,135.193
1881,It's All Over Now - Mono Version,The Rolling Stones,6fLTxkL2wgC40fBM6IIe7r,0.603,0.689,0,-10.729,1,0.0304,0.0239,3.27e-06,0.33,0.761,99.088
1882,The Drugs Don't Work,The Verve,15kLz0zNFdtsaJdXKSGmTU,0.442,0.52,0,-8.648,1,0.0261,0.184,0.0,0.154,0.177,77.437
1883,Let's Stay Together,Al Green,63xdwScd1Ai1GigAwQxE8y,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985
1884,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293
1885,Met Hart En Ziel,Tröckener Kecks,27zNKTPGfGAuMYmJ0Y6syY,0.383,0.61,7,-11.887,1,0.0303,0.113,0.0,0.26,0.697,167.246
1886,Everything,Michael Bublé,4T6HLdP6OcAtqC6tGnQelG,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125
1887,Sing for Absolution,Muse,1hHuyqVCZCbhYQixEkdQCo,0.436,0.678,5,-7.211,1,0.0301,0.457,0.0384,0.0873,0.194,170.287
1888,Sunny Afternoon - Remastered,The Kinks,15wFxoOOHad7hGFifaU9ef,0.564,0.554,0,-6.63,1,0.0263,0.139,0.0,0.0751,0.441,123.18
1889,West End Girls - 2001 Remaster,Pet Shop Boys,2yzPBlE5UXK2sqvnNM9QQ0,0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257
1890,One Tree Hill,U2,3w3qWhplVQcO5aGU6Ipdhq,0.596,0.581,5,-10.532,1,0.0365,0.23,0.107,0.142,0.248,123.213
1891,"Monday, Monday - Single Version",The Mamas & The Papas,3EFb1qDgIqf9MegIryKtDj,0.488,0.464,1,-9.496,1,0.0284,0.742,0.0,0.57,0.709,109.853
1892,Shake It Off,Taylor Swift,0cqRj7pUJDkTCEsJkx8snD,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078
1893,Tears In The Morning - Remastered 2009,The Beach Boys,0iz2Pm0bYYrHcuFletpNPT,0.377,0.358,2,-11.487,1,0.0372,0.714,2.58e-05,0.288,0.242,128.151
1894,Terug Naar De Kust,Maggie MacNeal,6FPOFblnPfyaav5LOx81xd,0.491,0.453,0,-8.617,1,0.0318,0.818,0.000202,0.623,0.399,117.446
1895,All Summer Long,Kid Rock,5rX6C5QVvvZB7XckETNych,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997
1896,Texas Sun,Khruangbin,6Flu33CZc4xS2gkA6cRcNh,0.635,0.631,7,-10.007,1,0.0343,0.0378,0.138,0.0997,0.619,111.563
1897,Rhythm Is A Dancer,SNAP!,1IWzfq3sLedGQ3fb2hAMBA,0.757,0.651,9,-14.916,0,0.0333,0.214,0.261,0.0902,0.861,124.368
1898,Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948
1899,"Girl, You'll Be A Woman Soon",Neil Diamond,1BmVQ5RGqqtF5cnsv6cQYu,0.515,0.641,5,-5.573,1,0.0272,0.567,0.0642,0.322,0.655,109.558
1900,Inside My Head,DI-RECT,5UtvhLYNU64o73VrYjzbZY,0.55,0.389,7,-8.669,1,0.0272,0.0623,0.0,0.151,0.265,140.104
1901,I Sat By The Ocean,Queens of the Stone Age,7oXRMDUzBPekkLRTJhSGvC,0.516,0.781,8,-4.004,0,0.0364,0.00136,0.000735,0.11,0.897,116.793
1902,Mijn Van Straat Geredde Roos,De Dijk,4dT8ndNPoqfhJmEqNO48BE,0.498,0.759,11,-5.449,0,0.0342,0.0925,0.0,0.258,0.611,81.313
1903,Babooshka,Kate Bush,53Mz9H5UvWMQUXHZnaZYKQ,0.466,0.439,5,-8.892,0,0.0325,0.741,1.64e-05,0.0707,0.289,107.173
1904,Southern Man,Neil Young,4Lz33Oi0UQ6SECXsT80Tx2,0.373,0.571,7,-9.186,0,0.0334,0.392,0.0476,0.126,0.656,161.874
1905,Around the World,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294
1906,Binnen,Marco Borsato,6BXM76LZQ1KJ3j7ONB2jBY,0.308,0.909,0,-7.357,1,0.0841,0.0139,2.57e-06,0.203,0.562,91.755
1907,Secret Garden,Bruce Springsteen,68uuz61IqrSJjO6ffO3yHc,0.52,0.329,0,-14.224,1,0.0266,0.576,0.0418,0.12,0.118,86.857
1908,Tumble and Fall,JOHAN,3vpAdhI7UFs4eyYuf7vXId,0.453,0.606,9,-7.446,1,0.0295,0.0223,0.000109,0.0864,0.483,170.412
1909,The Jean Genie - 2013 Remaster,David Bowie,6uZtMNTfU5u8w6fsnXeOdb,0.58,0.571,9,-9.116,1,0.0321,0.378,5.13e-06,0.358,0.818,128.15
1910,I'll Find My Way Home,Jon & Vangelis,3RjyVvrqmS26Sq6vUMswWd,0.538,0.413,0,-14.745,1,0.0314,0.197,0.00123,0.0446,0.7,171.647
1911,Daddy Cool,Boney M.,3WMbD1OyfKuwWDWMNbPQ4g,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431
1912,Open Your Eyes,Guano Apes,5oxpT46KeiEuckYnChgFFT,0.645,0.948,0,-6.614,1,0.0664,0.00527,0.0,0.33,0.369,111.571
1913,Return to Sender,Elvis Presley,2cdzutoqFK6sfW6exi7oXh,0.838,0.616,8,-6.502,1,0.0433,0.575,0.0,0.0785,0.971,131.719
1914,Knockin' On Heaven's Door,Eric Clapton,7fIZpIYzxzSV9s7oc6u1IA,0.799,0.628,7,-11.486,1,0.0393,0.373,0.125,0.0796,0.879,131.86
1915,Hijo de la Luna,Mecano,1HnAG3hNXZzxvzVyw1U8Yy,0.449,0.535,1,-7.209,0,0.0338,0.677,8.25e-06,0.0622,0.607,179.113
1916,Sex Machine - Pt. 1 & 2,James Brown,0YkmbtXQMBSTf0MddESU4y,0.678,0.96,0,-5.732,1,0.0901,0.181,0.00383,0.347,0.605,106.14
1917,One Kiss (with Dua Lipa),Calvin Harris,7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
1918,A Ton of Love,Editors,6EOVswctoFdM2ZBelEBXnu,0.461,0.964,7,-4.192,1,0.0587,0.0683,0.0,0.276,0.391,142.037
1919,Working On a Dream,Bruce Springsteen,08QZBupqwLXOalOpgiTi5e,0.555,0.771,0,-7.292,1,0.025,0.000462,0.0,0.22,0.71,110.479
1920,You Don't Bring Me Flowers,Neil Diamond,7qmqeHzgNQTOnl1NUgRFO4,0.16,0.123,0,-18.111,1,0.04,0.878,2.24e-05,0.157,0.239,67.006
1921,The Blower's Daughter,Damien Rice,5yyRH93h4Pm6tXXYTxt7ea,0.342,0.2,4,-13.569,1,0.0324,0.134,0.000153,0.341,0.0743,133.113
1922,Shut Up and Dance,WALK THE MOON,0kzw2tRyuL9rzipi5ntlIy,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038
1923,Still Crazy After All These Years,Paul Simon,3gIBSlXYIN1mru35l4LWPB,0.267,0.252,7,-11.687,1,0.0351,0.8,4.43e-05,0.089,0.13,37.114
1924,Beautiful Goodbye,Amanda Marshall,6xqOFLDbyiXJ8FJA3mBDC8,0.486,0.293,7,-8.329,0,0.028,0.652,0.000943,0.178,0.0393,99.039
1925,One Day I'll Fly Away,Randy Crawford,0J8A1ZVyJcRZxFNvtp6jRh,0.489,0.358,2,-10.413,1,0.0302,0.761,0.018,0.106,0.422,77.784
1926,Riverside,Agnes Obel,1UmFRZU3taMGZApPhK32mc,0.648,0.177,9,-13.474,0,0.0311,0.985,0.000353,0.134,0.236,99.101
1927,Hier,BLØF,3haBN4UKYahsxHfsRotKvU,0.488,0.813,4,-6.321,1,0.0342,0.00188,0.0,0.136,0.604,163.854
1928,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,0HOrDVS349XFcpCYsO2hAP,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392
1929,Inbetween Days,The Cure,4CRpOsjhvgxjF7rQufmyZ1,0.546,0.836,9,-6.321,1,0.0317,0.107,0.583,0.166,0.735,142.605
1930,Detroit Rock City,KISS,2jz6rWGqVCYsymwxGoaON4,0.546,0.9,5,-6.728,1,0.0691,0.0421,4.57e-05,0.292,0.447,90.591
1931,Superheroes,The Script,37sINbJZcFdHFAsVNsPq1i,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996
1932,Never Going Back Again - 2004 Remaster,Fleetwood Mac,19Shlms2uTnOjIUg50TXzd,0.654,0.336,6,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083
1933,Blinded by the Light,Manfred Mann's Earth Band,3u2s7Dppp5ID2MxKnqxFyh,0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156
1934,I Do,Douwe Bob,0yjctZVyO19HA16gT0g35s,0.491,0.252,5,-10.678,1,0.0274,0.88,1.13e-05,0.0813,0.271,73.036
1935,True - Single Edit,Spandau Ballet,0CsM8VGDi38kusMv3pxyj1,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395
1936,This Is The Last Time,Keane,6IVlHRrjTKep5SS9kbcpTa,0.522,0.827,7,-4.145,1,0.0283,0.0018,6.8e-06,0.0818,0.335,131.691
1937,Georgia on My Mind,Ray Charles,4DEAiNBvq5yBy7NzpVc02h,0.288,0.316,0,-8.06,1,0.0286,0.861,0.0,0.188,0.201,130.939
1938,On the Border,Al Stewart,4quZUUklzrX8nI4q1jIXHT,0.486,0.697,6,-9.675,0,0.0322,0.0755,1e-05,0.0765,0.795,98.56
1939,Diamonds and Pearls,Prince,4mfyehYgUP2V8jsjW9UzYj,0.549,0.547,7,-10.119,1,0.0328,0.0532,0.321,0.0655,0.288,81.05
1940,All Apologies,Nirvana,1Ic9pKxGSJGM0LKeqf6lGe,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176
1941,I Can't Go for That (No Can Do),Daryl Hall & John Oates,41dDygR3r7e926oGUXfrLt,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565
1942,Hypnotize - 2007 Remaster,The Notorious B.I.G.,6Tsu3OsuMz4KEGKbOYd6A0,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944
1943,Merry Xmas Everybody,Slade,4dBQWyoZmmgvFBlALGlqZi,0.405,0.752,7,-5.452,1,0.0394,0.138,0.0,0.173,0.433,130.228
1944,Calling Elvis,Dire Straits,5g6o2ZEegnAI3MczbwZaTZ,0.611,0.571,4,-11.72,1,0.0314,0.0939,0.787,0.164,0.386,120.049
1945,High On Life (feat. Bonn),Martin Garrix,4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038
1946,Don't Let Me Down - Remastered 2009,The Beatles,3evG0BIqEFMMP7lVJh1cSf,0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119
1947,Maneater,Daryl Hall & John Oates,7j74lucZ59vqN67Ipe2ZcY,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825
1948,The Look,Roxette,2oWMI54r0qT4N8Xb4C76vq,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011
1949,Love Never Felt So Good,Michael Jackson,48td6xvpokdYwvbl3JIiXP,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513
1950,Rosalyn,Vitesse,6uhlalfG4T4MBSoiOdq2eh,0.491,0.512,5,-13.044,1,0.0622,0.0125,0.131,0.0674,0.665,101.999
1951,No Son Of Mine - Remastered 2007,Genesis,3btfMAhLju1mONmlDnNcIx,0.659,0.594,4,-8.567,0,0.0252,0.153,0.000554,0.109,0.229,103.993
1952,A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,4rr0gWiMrF4sOIefs3IEvZ,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999
1953,Sacrifice,Anouk,4GJo5KaqLfDiTv2lolBBs6,0.474,0.171,3,-13.414,1,0.0486,0.742,0.0,0.0721,0.227,135.927
1954,Diamonds,Rihanna,6O20JhBJPePEkBdrB5sqRx,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972
1955,Hey Boy Hey Girl,The Chemical Brothers,7kXmJwrZGIhDaLT9sNo3ut,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001
1956,7 Years,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992
1957,"Don't Think Twice, It's All Right",Bob Dylan,2WOjLF83vqjit2Zh4B69V3,0.6,0.243,4,-17.085,1,0.0366,0.89,0.0022,0.249,0.468,110.535
1958,Keep The Faith,Bon Jovi,5EWtBjCLy21d1hY9zdaEe8,0.569,0.968,5,-3.72,0,0.0487,0.00108,0.00153,0.0814,0.568,117.783
1959,Hunting High and Low,a-ha,2zBiF2TcFnQ2PoGXePm7vb,0.599,0.672,9,-7.754,0,0.0268,0.0444,4.26e-06,0.107,0.297,117.016
1960,No Rain,Blind Melon,6txWz9UapYHVxEd7dDIHXT,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117
1961,Hold Me,The Teskey Brothers,3Rhfga08pNnhLMQVb2nRXp,0.615,0.457,0,-7.283,1,0.507,0.363,0.0,0.0923,0.569,71.735
1962,Fading Like A Flower (Every Time You Leave),Roxette,6Q2dk1L9uCTzYODYaYzO69,0.609,0.668,0,-5.738,1,0.026,0.195,0.0,0.219,0.319,105.419
1963,Nice To Meet Ya,Niall Horan,3cphb8kdsjElYR7r5icK3H,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034
1964,If I Ain't Got You,Alicia Keys,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402
1965,'t Roeie Klied,Rowwen Hèze,1HJ2NG42jsMzYhEIRvfZVf,0.384,0.607,2,-8.872,1,0.0574,0.222,0.0,0.215,0.89,179.332
1966,Two Tribes,Frankie Goes To Hollywood,5NN5MQyE3Lo91zAEHpGa7S,0.54,0.621,7,-13.165,1,0.0369,0.00292,0.00287,0.367,0.195,130.202
1967,Guiding Light,Mumford & Sons,2ox5N69MA0O7gfWPv7Z2z4,0.543,0.653,7,-9.795,1,0.0427,0.0676,1.21e-05,0.0685,0.297,100.078
1968,Blurred Lines,Robin Thicke,0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993
1969,God Put a Smile upon Your Face,Coldplay,4hf0hL4kWyjWztZzVsM39V,0.611,0.556,9,-5.761,1,0.0288,0.175,7.14e-05,0.0359,0.252,126.532
1970,Dancin' Fool,Frank Zappa,6tCk1N85t6h4v1xXI6o0Ad,0.547,0.644,2,-9.417,1,0.147,0.412,2.72e-06,0.517,0.546,132.872
1971,"My Hero - Live at the Pantages Theatre, Los Angeles, CA - August 2006",Foo Fighters,0GE8sVpRYoMamNcfLGObxY,0.312,0.817,4,-6.16,1,0.0604,0.0137,0.000465,0.959,0.184,134.428
1972,Leave a Light On,Tom Walker,6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976
1973,I Surrender,Saybia,6TMLUWtrSoTNFo7viirKh3,0.285,0.434,9,-7.014,1,0.0315,0.283,7.87e-05,0.0552,0.0663,135.828
1974,My Name Is,Eminem,75IN3CtuZwTHTnZvYM4qnJ,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519
1975,Modern World,Anouk,6CFH0tF61ax9OPPf9iqAxK,0.702,0.759,10,-4.78,0,0.0632,0.122,2.18e-06,0.126,0.677,120.191
1976,A Long December,Counting Crows,1tjKIXd7DYNklhVSgBxREi,0.388,0.579,5,-6.983,1,0.0286,0.472,0.00055,0.219,0.381,70.662
1977,Stay,Rihanna,0GNI8K3VATWBABQFAzBAYe,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893
1978,Black Magic Woman,Fleetwood Mac,2SL0h7FKhJ1O5DcvmvPqU5,0.552,0.443,9,-9.113,0,0.0453,0.0563,0.000173,0.0864,0.543,129.888
1979,Summer Night City,ABBA,35iCSlFxyiawRBUOtQAkeT,0.476,0.858,7,-5.66,0,0.0371,0.0138,0.0,0.177,0.765,130.703
1980,Hold On Tight,Solomon Burke,3pLwEHHdfcuNcNYwVr4hJv,0.632,0.725,4,-5.902,0,0.0317,0.0863,0.00851,0.163,0.504,89.16
1981,Sound Of The Screaming Day,Golden Earring,2UlCFQZgZckWXwH1V1RcjL,0.522,0.554,2,-10.166,1,0.0304,0.0101,0.0,0.129,0.605,137.817
1982,Dichterbij Dan Ooit,BLØF,1FjeCYFor4B5O3LHaR8eW3,0.657,0.722,4,-7.202,1,0.0335,0.153,3.28e-06,0.314,0.541,112.008
1983,Domino,Clouseau,3XeuDg8LpGQ6LCZBok55QC,0.34,0.211,5,-15.467,1,0.0459,0.734,0.0,0.194,0.194,75.072
1984,Grow Old with Me,Tom Odell,6xjxMWGsprmtUVMDaMhgH0,0.505,0.591,7,-8.397,1,0.0302,0.799,2.46e-06,0.174,0.39,146.174
1985,Red Mij Niet - Single Edit,Maarten Van Roozendaal,57Q4cnXoZqih7k54i3pbQo,0.523,0.375,4,-9.484,1,0.0402,0.761,0.000481,0.0952,0.127,119.3
1986,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
1987,Steppin' Out,Joe Jackson,1qaS4rwkm52lpkDZVmvF52,0.586,0.532,11,-7.677,1,0.0288,0.0556,0.000675,0.0799,0.541,159.471
1988,Love Games,Level 42,7662SQbSCTR2CgmJXtDU1K,0.737,0.831,11,-10.528,0,0.0445,0.0622,0.00415,0.0808,0.903,105.027
1989,The Wall Street Shuffle,10cc,3HyZGwZAq9oQJQBzSyjs7Q,0.516,0.517,0,-10.665,1,0.028,0.174,0.000162,0.112,0.639,98.141
1990,Your Love,The Outfield,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
1991,Fallin',Alicia Keys,3unsLiH5FXmaDWtT5Imolu,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986
1992,Zondag,Rob De Nijs,2PmaEYL0IBSdumcG4KUYhI,0.575,0.832,6,-7.168,1,0.0331,0.151,0.0,0.245,0.869,126.472
1993,Atmosphere,Joy Division,0NBgmP6Yg5xZYsnIZ0pGdo,0.565,0.467,6,-10.078,1,0.0303,0.165,0.284,0.0808,0.426,120.17
1994,Laat Mij Maar Alleen,Klein Orkest,5ry3S7tuPmoBoEikcwQEEi,0.448,0.74,7,-10.05,1,0.0633,0.0196,3.21e-06,0.231,0.94,152.996
1995,Sweet Jane,Lou Reed,6mL95upmS5E97bZXNtaSUc,0.827,0.458,2,-10.177,1,0.0639,0.479,0.116,0.698,0.879,114.633
1996,Can't Get It out of My Head,Electric Light Orchestra,1f94GhohgeVq9SNwyFI691,0.226,0.382,0,-14.449,1,0.0281,0.748,0.0084,0.131,0.33,169.146
1997,Come Back and Stay,Paul Young,5SiSfkOCFOmKaXudzfAf2J,0.639,0.858,6,-6.101,0,0.0742,0.126,8.44e-06,0.168,0.773,130.52
1998,I Think We're Alone Now,Tiffany,2dO88mixgzqmgy56wFUVSY,0.75,0.723,7,-12.117,1,0.0485,0.0247,0.00414,0.0215,0.946,130.515
1999,Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046
2000,Never Gonna Give You Up,Rick Astley,3kmq7N9MTjl3OCxJWszdqw,0.697,0.959,8,-8.463,1,0.0403,0.0271,2.82e-05,0.137,0.933,113.367
2001,Boys (Summertime Love),Sabrina,1AjUw6oBGCov7Vx1w7Siqi,0.874,0.665,5,-13.238,0,0.0393,0.032,0.3,0.0867,0.968,119.568
2002,Maria Magdalena - Remastered,Sandra,5Njrdd3SA4fOsDMPVphxSb,0.629,0.726,11,-8.161,0,0.0251,0.0578,0.0115,0.355,0.892,104.114
2003,The Final Countdown,Europe,1li0jGGRIaMaNNRBV8JXZ4,0.536,0.914,6,-3.803,0,0.0668,0.0722,0.00104,0.0528,0.193,117.657
2004,When Will I Be Famous?,Bros,4p75a3NChZc01KjeULUzfC,0.645,0.781,0,-9.219,1,0.0298,0.0369,1.62e-05,0.099,0.651,123.476
2005,Don't Go,Yazoo,7n6CKf9uT5qM1D9lBlCRfm,0.803,0.411,6,-16.013,1,0.0521,0.312,0.00344,0.0411,0.654,126.236
2006,Into the Groove,Madonna,1PvLJI3WNUiMMIRLkcY9x3,0.729,0.856,10,-4.164,0,0.035,0.0658,0.00832,0.0691,0.804,116.467
2007,Cambodia,Kim Wilde,18ZTIbQXY1hPqRvisZWlJI,0.7,0.569,2,-8.441,0,0.0254,0.0139,0.0658,0.113,0.714,110.764
2008,Cruel Summer,Bananarama,5Ph2zm7i1oNSJiAy40j5bw,0.697,0.828,1,-8.796,0,0.0266,0.343,0.0154,0.271,0.926,108.367
2009,You Drive Me Crazy - (Single Version) [Remastered],Shakin' Stevens,24e9ehPkZ6FtkMOdgxSGPQ,0.754,0.927,5,-2.62,1,0.0313,0.167,2.36e-06,0.283,0.974,119.49
2010,Sexual Healing,Marvin Gaye,7nVzOpFNZVFZtbq3OGJHX9,0.799,0.602,0,-9.714,0,0.061,0.117,0.000267,0.0658,0.717,94.333
2011,Zwart Wit,Frank Boeijen Groep,34OjTz1ttUEq2iLGxjJ5s9,0.545,0.63,2,-11.968,0,0.0328,0.0283,1.19e-05,0.371,0.79,132.224
2012,Jealous Guy,Roxy Music,5vrKEX1dsW34A2gQW80WBn,0.499,0.561,4,-9.819,0,0.026,0.0325,0.000233,0.306,0.478,77.699
2013,Give It Up,KC & The Sunshine Band,7sm3orGGwNFqmWFSPRl8eT,0.84,0.654,3,-12.135,1,0.0621,0.08,0.000259,0.063,0.841,125.68
2014,You Can Call Me Al,Paul Simon,6wLr2oR8eqUG5Beleh2Crm,0.777,0.725,5,-9.012,1,0.047,0.126,0.0108,0.0917,0.851,128.349
2015,Papa Chico,Tony Esposito,4Lqk2GpiFB0ZRL2o62eL5U,0.823,0.256,10,-17.652,1,0.0549,0.261,0.000675,0.06,0.775,97.796
2016,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,2avaSeKHI5l4sLruVfLdi2,0.651,0.665,9,-7.43,0,0.0269,0.221,7.91e-06,0.0403,0.647,97.996
2017,Are 'Friends' Electric?,Gary Numan / Tubeway Army,5vdSjaab1avSxtblX02Wyz,0.424,0.744,5,-9.787,1,0.0379,0.0291,0.163,0.174,0.425,93.9
2018,99 Luftballons,Nena,6HA97v4wEGQ5TUClRM0XLc,0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1
2019,Felicità,Al Bano And Romina Power,6I79W64t207toF27JjtU3T,0.706,0.538,0,-11.099,1,0.0366,0.459,0.0,0.422,0.876,107.527
